27,54,0,0,0,0,0,0,0,Simple,0.98,351
27,54,0,0,0,0,0,0,0,Simple,11.55,351
26,55,0,0,0,0,0,0,0,Simple,90.77,351
24,57,0,0,0,0,0,0,0,Simple,1335.88,351
25,56,0,0,0,0,0,0,0,Simple,704.34,351
28,53,0,0,0,0,0,0,0,Simple,1.48,351
26,55,0,0,0,0,0,0,0,Simple,288.56,351
25,56,0,0,0,0,0,0,0,Simple,143.26,351
25,56,0,0,0,0,0,0,0,Simple,1.82,351
24,57,0,0,0,0,0,0,0,Simple,4907.76,351
26,55,0,0,0,0,0,0,0,Simple,44.43,351
28,53,0,0,0,0,0,0,0,Simple,22.38,351
26,55,0,0,0,0,0,0,0,Simple,3.75,351
26,55,0,0,0,0,0,0,0,Simple,187.27,351
24,57,0,0,0,0,0,0,0,Simple,440.5,351
27,54,0,0,0,0,0,0,0,Simple,71.48,351
26,55,0,0,0,0,0,0,0,Simple,0.13,351
24,57,0,0,0,0,0,0,0,Simple,76.42,351
25,56,0,0,0,0,0,0,0,Simple,2516.4,351
26,55,0,0,0,0,0,0,0,Simple,512.07,351
28,53,0,0,0,0,0,0,0,Simple,2.47,351
25,56,0,0,0,0,0,0,0,Simple,664.4,351
26,55,0,0,0,0,0,0,0,Simple,18.68,351
27,54,0,0,0,0,0,0,0,Simple,15.32,351
25,56,0,0,0,0,0,0,0,Simple,0.94,351
25,56,0,0,0,0,0,0,0,Simple,144.1,351
25,56,0,0,0,0,0,0,0,Simple,107.84,351
25,56,0,0,0,0,0,0,0,Simple,8.4,351
27,54,0,0,0,0,0,0,0,Simple,28.46,351
25,56,0,0,0,0,0,0,0,Simple,7.2,351
27,54,0,0,0,0,0,0,0,Simple,2.48,351
25,56,0,0,0,0,0,0,0,Simple,63.08,351
25,56,0,0,0,0,0,0,0,Simple,3.54,351
27,54,0,0,0,0,0,0,0,Simple,1.46,351
28,53,0,0,0,0,0,0,0,Simple,8.89,351
24,57,0,0,0,0,0,0,0,Simple,12.2,351
25,56,0,0,0,0,0,0,0,Simple,155.77,351
23,58,0,0,0,0,0,0,0,Simple,457.98,351
26,55,0,0,0,0,0,0,0,Simple,104.39,351
27,54,0,0,0,0,0,0,0,Simple,3.65,351
25,56,0,0,0,0,0,0,0,Simple,53.03,351
25,56,0,0,0,0,0,0,0,Simple,101.21,351
27,54,0,0,0,0,0,0,0,Simple,4.67,351
24,57,0,0,0,0,0,0,0,Simple,103.59,351
27,54,0,0,0,0,0,0,0,Simple,18.68,351
26,55,0,0,0,0,0,0,0,Simple,2.5,351
27,54,0,0,0,0,0,0,0,Simple,5.29,351
27,54,0,0,0,0,0,0,0,Simple,12.4,351
25,56,0,0,0,0,0,0,0,Simple,4.1,351
27,54,0,0,0,0,0,0,0,Simple,14.25,351
24,57,0,0,0,0,0,0,0,Simple,189.15,351
25,56,0,0,0,0,0,0,0,Simple,595.84,351
24,57,0,0,0,0,0,0,0,Simple,1.54,351
26,55,0,0,0,0,0,0,0,Simple,0.54,351
24,57,0,0,0,0,0,0,0,Simple,8840.9,351
25,56,0,0,0,0,0,0,0,Simple,894.22,351
28,53,0,0,0,0,0,0,0,Simple,8.77,351
25,56,0,0,0,0,0,0,0,Simple,857.76,351
27,54,0,0,0,0,0,0,0,Simple,248.32,351
27,54,0,0,0,0,0,0,0,Simple,141.97,351
26,55,0,0,0,0,0,0,0,Simple,2.75,351
25,56,0,0,0,0,0,0,0,Simple,4.27,351
25,56,0,0,0,0,0,0,0,Simple,0.39,351
27,54,0,0,0,0,0,0,0,Simple,258.54,351
25,56,0,0,0,0,0,0,0,Simple,737.13,351
28,53,0,0,0,0,0,0,0,Simple,8.25,351
25,56,0,0,0,0,0,0,0,Simple,3746.26,351
27,54,0,0,0,0,0,0,0,Simple,38.87,351
